  ZR    Vel     logg logTeff  y1(CHEOPS)    
  ZR    Vel     logg logTeff  y2(CHEOPS)  
 -0.50  2.000   2.00  3.778   -0.0092
 -0.50  2.000   2.00  3.796    1.0766
 -0.50  2.000   2.00  3.796   -0.0179
 -0.50  2.000   2.00  3.813    1.1247
 -0.50  2.000   2.00  3.813   -0.0268
 -0.50  2.000   2.00  3.829    1.0973
 -0.50  2.000   2.00  3.829   -0.0251
 -0.50  2.000   2.00  3.845    1.0353
 -0.50  2.000   2.00  3.845   -0.0217
 -0.50  2.000   2.00  3.860    0.9558
 -0.50  2.000   2.00  3.860   -0.0149
 -0.50  2.000   2.00  3.875    0.8665
 -0.50  2.000   2.00  3.875   -0.0083
 -0.50  2.000   2.00  3.889    0.8019
 -0.50  2.000   2.00  3.889   -0.0051
 -0.50  2.000   2.00  3.903    0.7401
 -0.50  2.000   2.00  3.903   -0.0027
 -0.50  2.000   2.00  3.916    0.6812
 -0.50  2.000   2.00  3.916    0.0000
 -0.50  2.000   2.00  3.929    0.6323
 -0.50  2.000   2.00  3.929    0.0025
 -0.50  2.000   2.00  3.942    0.5959
 -0.50  2.000   2.00  3.942    0.0051
 -0.50  2.000   2.00  3.954    0.5673
 -0.50  2.000   2.00  3.954    0.0075
 -0.50  2.000   2.00  3.966    0.5428
 -0.50  2.000   2.00  3.966    0.0052
 -0.50  2.000   2.00  3.978    0.5268
 -0.50  2.000   2.00  3.978    0.0061
 -0.50  2.000   2.00  3.989    0.5149
 -0.50  2.000   2.00  3.989    0.0065
 -0.50  2.000   2.00  4.000    0.4991
 -0.50  2.000   2.00  4.000    0.0068
 -0.50  2.000   2.00  4.021    0.4575
 -0.50  2.000   2.00  4.021    0.0070
 -0.50  2.000   2.00  4.146    0.4148
 -0.50  2.000   2.00  4.146    0.0006
 -0.50  2.000   2.50  3.544    2.4629
 -0.50  2.000   2.50  3.544    0.0295
 -0.50  2.000   2.50  3.574    2.0521
 -0.50  2.000   2.50  3.574   -0.0098
 -0.50  2.000   2.50  3.602    1.7145
 -0.50  2.000   2.50  3.602   -0.0047
 -0.50  2.000   2.50  3.628    1.5066
 -0.50  2.000   2.50  3.628   -0.0023
 -0.50  2.000   2.50  3.653    1.3697
 -0.50  2.000   2.50  3.653   -0.0013
 -0.50  2.000   2.50  3.677    1.2614
 -0.50  2.000   2.50  3.677   -0.0012
 -0.50  2.000   2.50  3.699    1.1784
 -0.50  2.000   2.50  3.699   -0.0018
 -0.50  2.000   2.50  3.720    1.1229
 -0.50  2.000   2.50  3.720   -0.0021
 -0.50  2.000   2.50  3.740    1.0861
 -0.50  2.000   2.50  3.740   -0.0043
 -0.50  2.000   2.50  3.760    1.0657
 -0.50  2.000   2.50  3.760   -0.0070
 -0.50  2.000   2.50  3.778    1.0475
 -0.50  2.000   2.50  3.778   -0.0094
 -0.50  2.000   2.50  3.796    1.0242
 -0.50  2.000   2.50  3.796   -0.0104
 -0.50  2.000   2.50  3.813    1.0572
 -0.50  2.000   2.50  3.813   -0.0176
 -0.50  2.000   2.50  3.829    1.0929
 -0.50  2.000   2.50  3.829   -0.0265
 -0.50  2.000   2.50  3.845    1.0658
 -0.50  2.000   2.50  3.845   -0.0281
 -0.50  2.000   2.50  3.860    1.0144
 -0.50  2.000   2.50  3.860   -0.0240
 -0.50  2.000   2.50  3.875    0.9253
 -0.50  2.000   2.50  3.875   -0.0173
 -0.50  2.000   2.50  3.889    0.8309
 -0.50  2.000   2.50  3.889   -0.0102
 -0.50  2.000   2.50  3.903    0.7618
 -0.50  2.000   2.50  3.903   -0.0066
 -0.50  2.000   2.50  3.916    0.6998
 -0.50  2.000   2.50  3.916   -0.0040
 -0.50  2.000   2.50  3.929    0.6476
 -0.50  2.000   2.50  3.929   -0.0023
 -0.50  2.000   2.50  3.942    0.6111
 -0.50  2.000   2.50  3.942   -0.0008
 -0.50  2.000   2.50  3.954    0.5790
 -0.50  2.000   2.50  3.954    0.0003
 -0.50  2.000   2.50  3.966    0.5508
 -0.50  2.000   2.50  3.966    0.0011
 -0.50  2.000   2.50  3.978    0.5322
 -0.50  2.000   2.50  3.978    0.0016
 -0.50  2.000   2.50  3.989    0.5175
 -0.50  2.000   2.50  3.989    0.0018
 -0.50  2.000   2.50  4.000    0.4998
 -0.50  2.000   2.50  4.000    0.0019
 -0.50  2.000   2.50  4.021    0.4851
 -0.50  2.000   2.50  4.021    0.0017
 -0.50  2.000   2.50  4.041    0.4679
 -0.50  2.000   2.50  4.041   -0.0006
 -0.50  2.000   2.50  4.061    0.4535
 -0.50  2.000   2.50  4.061   -0.0011
 -0.50  2.000   2.50  4.079    0.4422
 -0.50  2.000   2.50  4.079   -0.0017
 -0.50  2.000   2.50  4.097    0.4343
 -0.50  2.000   2.50  4.097   -0.0026
 -0.50  2.000   2.50  4.114    0.4286
 -0.50  2.000   2.50  4.114   -0.0039
 -0.50  2.000   2.50  4.146    0.4277
 -0.50  2.000   2.50  4.146   -0.0046
 -0.50  2.000   2.50  4.176    0.4312
 -0.50  2.000   2.50  4.176   -0.0119
 -0.50  2.000   2.50  4.204    0.4390
 -0.50  2.000   2.50  4.204   -0.0172
 -0.50  2.000   2.50  4.230    0.4491
 -0.50  2.000   2.50  4.230   -0.0227
 -0.50  2.000   2.50  4.255    0.4603
 -0.50  2.000   2.50  4.255   -0.0285
 -0.50  2.000   2.50  4.279    0.4720
 -0.50  2.000   2.50  4.279   -0.0342
 -0.50  2.000   3.00  3.544    2.0309
 -0.50  2.000   3.00  3.544    0.0584
 -0.50  2.000   3.00  3.574    1.9165
 -0.50  2.000   3.00  3.574   -0.0042
 -0.50  2.000   3.00  3.602    1.7302
 -0.50  2.000   3.00  3.602   -0.0080
 -0.50  2.000   3.00  3.628    1.5173
 -0.50  2.000   3.00  3.628   -0.0037
 -0.50  2.000   3.00  3.653    1.3750
 -0.50  2.000   3.00  3.653   -0.0020
 -0.50  2.000   3.00  3.677    1.2634
 -0.50  2.000   3.00  3.677   -0.0007
 -0.50  2.000   3.00  3.699    1.1775
 -0.50  2.000   3.00  3.699   -0.0003
 -0.50  2.000   3.00  3.720    1.1136
 -0.50  2.000   3.00  3.720   -0.0010
 -0.50  2.000   3.00  3.740    1.0706
 -0.50  2.000   3.00  3.740   -0.0029
 -0.50  2.000   3.00  3.760    1.0475
 -0.50  2.000   3.00  3.760   -0.0052
 -0.50  2.000   3.00  3.778    1.0322
 -0.50  2.000   3.00  3.778   -0.0083
 -0.50  2.000   3.00  3.796    1.0177
 -0.50  2.000   3.00  3.796   -0.0100
 -0.50  2.000   3.00  3.813    1.0040
 -0.50  2.000   3.00  3.813   -0.0111
 -0.50  2.000   3.00  3.829    1.0159
 -0.50  2.000   3.00  3.829   -0.0188
 -0.50  2.000   3.00  3.845    1.0555
 -0.50  2.000   3.00  3.845   -0.0256
 -0.50  2.000   3.00  3.860    1.0453
 -0.50  2.000   3.00  3.860   -0.0290
 -0.50  2.000   3.00  3.875    0.9856
 -0.50  2.000   3.00  3.875   -0.0272
 -0.50  2.000   3.00  3.889    0.8982
 -0.50  2.000   3.00  3.889   -0.0198
 -0.50  2.000   3.00  3.903    0.7966
 -0.50  2.000   3.00  3.903   -0.0121
 -0.50  2.000   3.00  3.916    0.7216
 -0.50  2.000   3.00  3.916   -0.0079
 -0.50  2.000   3.00  3.929    0.6638
 -0.50  2.000   3.00  3.929   -0.0055
 -0.50  2.000   3.00  3.942    0.6221
 -0.50  2.000   3.00  3.942   -0.0039
 -0.50  2.000   3.00  3.954    0.5873
 -0.50  2.000   3.00  3.954   -0.0029
 -0.50  2.000   3.00  3.966    0.5564
 -0.50  2.000   3.00  3.966   -0.0021
 -0.50  2.000   3.00  3.978    0.5342
 -0.50  2.000   3.00  3.978   -0.0017
 -0.50  2.000   3.00  3.989    0.5179
 -0.50  2.000   3.00  3.989   -0.0015
 -0.50  2.000   3.00  4.000    0.4981
 -0.50  2.000   3.00  4.000   -0.0015
 -0.50  2.000   3.00  4.021    0.4822
 -0.50  2.000   3.00  4.021   -0.0019
 -0.50  2.000   3.00  4.041    0.4647
 -0.50  2.000   3.00  4.041   -0.0024
 -0.50  2.000   3.00  4.061    0.4501
 -0.50  2.000   3.00  4.061   -0.0029
 -0.50  2.000   3.00  4.079    0.4378
 -0.50  2.000   3.00  4.079   -0.0034
 -0.50  2.000   3.00  4.097    0.4281
 -0.50  2.000   3.00  4.097   -0.0040
 -0.50  2.000   3.00  4.114    0.4186
 -0.50  2.000   3.00  4.114   -0.0047
 -0.50  2.000   3.00  4.146    0.4142
 -0.50  2.000   3.00  4.146   -0.0069
 -0.50  2.000   3.00  4.176    0.4135
 -0.50  2.000   3.00  4.176   -0.0100
 -0.50  2.000   3.00  4.204    0.4175
 -0.50  2.000   3.00  4.204   -0.0137
 -0.50  2.000   3.00  4.230    0.4247
 -0.50  2.000   3.00  4.230   -0.0179
 -0.50  2.000   3.00  4.255    0.4337
 -0.50  2.000   3.00  4.255   -0.0224
 -0.50  2.000   3.00  4.279    0.4438
 -0.50  2.000   3.00  4.279   -0.0270
 -0.50  2.000   3.00  4.301    0.4539
 -0.50  2.000   3.00  4.301   -0.0319
 -0.50  2.000   3.00  4.322    0.4636
 -0.50  2.000   3.00  4.322   -0.0367
 -0.50  2.000   3.00  4.342    0.4729
 -0.50  2.000   3.00  4.342   -0.0414
 -0.50  2.000   3.00  4.362    0.4855
 -0.50  2.000   3.00  4.362   -0.0460
 -0.50  2.000   3.00  4.380    0.5097
 -0.50  2.000   3.00  4.380   -0.0524
 -0.50  2.000   3.00  4.398    0.5440
 -0.50  2.000   3.00  4.398   -0.0634
 -0.50  2.000   3.00  4.415    0.5799
 -0.50  2.000   3.00  4.415   -0.0775
 -0.50  2.000   3.50  3.544    1.6885
 -0.50  2.000   3.50  3.544    0.0403
 -0.50  2.000   3.50  3.574    1.7661
 -0.50  2.000   3.50  3.574    0.0092
 -0.50  2.000   3.50  3.602    1.7166
 -0.50  2.000   3.50  3.602   -0.0138
 -0.50  2.000   3.50  3.628    1.5358
 -0.50  2.000   3.50  3.628   -0.0060
 -0.50  2.000   3.50  3.653    1.3854
 -0.50  2.000   3.50  3.653   -0.0029
 -0.50  2.000   3.50  3.677    1.2705
 -0.50  2.000   3.50  3.677   -0.0010
 -0.50  2.000   3.50  3.699    1.1768
 -0.50  2.000   3.50  3.699    0.0000
 -0.50  2.000   3.50  3.720    1.1072
 -0.50  2.000   3.50  3.720   -0.0002
 -0.50  2.000   3.50  3.740    1.0596
 -0.50  2.000   3.50  3.740   -0.0012
 -0.50  2.000   3.50  3.760    1.0301
 -0.50  2.000   3.50  3.760   -0.0032
 -0.50  2.000   3.50  3.778    1.0143
 -0.50  2.000   3.50  3.778   -0.0060
 -0.50  2.000   3.50  3.796    1.0041
 -0.50  2.000   3.50  3.796   -0.0086
 -0.50  2.000   3.50  3.813    0.9914
 -0.50  2.000   3.50  3.813   -0.0107
 -0.50  2.000   3.50  3.829    0.9805
 -0.50  2.000   3.50  3.829   -0.0126
 -0.50  2.000   3.50  3.845    0.9832
 -0.50  2.000   3.50  3.845   -0.0172
 -0.50  2.000   3.50  3.860    1.0006
 -0.50  2.000   3.50  3.860   -0.0248
 -0.50  2.000   3.50  3.875    1.0053
 -0.50  2.000   3.50  3.875   -0.0291
 -0.50  2.000   3.50  3.889    0.9654
 -0.50  2.000   3.50  3.889   -0.0291
 -0.50  2.000   3.50  3.903    0.8705
 -0.50  2.000   3.50  3.903   -0.0218
 -0.50  2.000   3.50  3.916    0.7630
 -0.50  2.000   3.50  3.916   -0.0142
 -0.50  2.000   3.50  3.929    0.6875
 -0.50  2.000   3.50  3.929   -0.0093
 -0.50  2.000   3.50  3.942    0.6371
 -0.50  2.000   3.50  3.942   -0.0068
 -0.50  2.000   3.50  3.954    0.5975
 -0.50  2.000   3.50  3.954   -0.0054
 -0.50  2.000   3.50  3.966    0.5637
 -0.50  2.000   3.50  3.966   -0.0042
 -0.50  2.000   3.50  3.978    0.5382
 -0.50  2.000   3.50  3.978   -0.0034
 -0.50  2.000   3.50  3.989    0.5190
 -0.50  2.000   3.50  3.989   -0.0031
 -0.50  2.000   3.50  4.000    0.4968
 -0.50  2.000   3.50  4.000   -0.0029
 -0.50  2.000   3.50  4.021    0.4797
 -0.50  2.000   3.50  4.021   -0.0031
 -0.50  2.000   3.50  4.041    0.4615
 -0.50  2.000   3.50  4.041   -0.0035
 -0.50  2.000   3.50  4.061    0.4471
 -0.50  2.000   3.50  4.061   -0.0040
 -0.50  2.000   3.50  4.079    0.4350
 -0.50  2.000   3.50  4.079   -0.0044
 -0.50  2.000   3.50  4.097    0.4249
 -0.50  2.000   3.50  4.097   -0.0047
 -0.50  2.000   3.50  4.114    0.4134
 -0.50  2.000   3.50  4.114   -0.0051
 -0.50  2.000   3.50  4.146    0.4064
 -0.50  2.000   3.50  4.146   -0.0062
 -0.50  2.000   3.50  4.176    0.4020
 -0.50  2.000   3.50  4.176   -0.0079
 -0.50  2.000   3.50  4.204    0.4025
 -0.50  2.000   3.50  4.204   -0.0103
 -0.50  2.000   3.50  4.230    0.4068
 -0.50  2.000   3.50  4.230   -0.0131
 -0.50  2.000   3.50  4.255    0.4134
 -0.50  2.000   3.50  4.255   -0.0163
 -0.50  2.000   3.50  4.279    0.4211
 -0.50  2.000   3.50  4.279   -0.0197
 -0.50  2.000   3.50  4.301    0.4298
 -0.50  2.000   3.50  4.301   -0.0232
 -0.50  2.000   3.50  4.322    0.4386
 -0.50  2.000   3.50  4.322   -0.0268
 -0.50  2.000   3.50  4.342    0.4472
 -0.50  2.000   3.50  4.342   -0.0303
 -0.50  2.000   3.50  4.362    0.4552
 -0.50  2.000   3.50  4.362   -0.0338
 -0.50  2.000   3.50  4.380    0.4635
 -0.50  2.000   3.50  4.380   -0.0376
 -0.50  2.000   3.50  4.398    0.4763
 -0.50  2.000   3.50  4.398   -0.0431
 -0.50  2.000   3.50  4.415    0.4978
 -0.50  2.000   3.50  4.415   -0.0502
 -0.50  2.000   3.50  4.431    0.5261
 -0.50  2.000   3.50  4.431   -0.0500
 -0.50  2.000   3.50  4.447    0.5469
 -0.50  2.000   3.50  4.447   -0.0581
 -0.50  2.000   3.50  4.462    0.5440
 -0.50  2.000   3.50  4.462   -0.0633
 -0.50  2.000   3.50  4.477    0.5156
 -0.50  2.000   3.50  4.477   -0.0615
 -0.50  2.000   3.50  4.491    0.4767
 -0.50  2.000   3.50  4.491   -0.0540
 -0.50  2.000   4.00  3.544    1.7437
 -0.50  2.000   4.00  3.544    0.0089
 -0.50  2.000   4.00  3.574    1.6832
 -0.50  2.000   4.00  3.574    0.0121
 -0.50  2.000   4.00  3.602    1.6602
 -0.50  2.000   4.00  3.602   -0.0132
 -0.50  2.000   4.00  3.628    1.5708
 -0.50  2.000   4.00  3.628   -0.0133
 -0.50  2.000   4.00  3.653    1.4009
 -0.50  2.000   4.00  3.653   -0.0045
 -0.50  2.000   4.00  3.677    1.2792
 -0.50  2.000   4.00  3.677   -0.0020
 -0.50  2.000   4.00  3.699    1.1817
 -0.50  2.000   4.00  3.699   -0.0004
 -0.50  2.000   4.00  3.720    1.1061
 -0.50  2.000   4.00  3.720    0.0002
 -0.50  2.000   4.00  3.740    1.0520
 -0.50  2.000   4.00  3.740   -0.0001
 -0.50  2.000   4.00  3.760    1.0160
 -0.50  2.000   4.00  3.760   -0.0016
 -0.50  2.000   4.00  3.778    0.9947
 -0.50  2.000   4.00  3.778   -0.0039
 -0.50  2.000   4.00  3.796    0.9841
 -0.50  2.000   4.00  3.796   -0.0069
 -0.50  2.000   4.00  3.813    0.9742
 -0.50  2.000   4.00  3.813   -0.0097
 -0.50  2.000   4.00  3.829    0.9651
 -0.50  2.000   4.00  3.829   -0.0121
 -0.50  2.000   4.00  3.845    0.9574
 -0.50  2.000   4.00  3.845   -0.0142
 -0.50  2.000   4.00  3.860    0.9462
 -0.50  2.000   4.00  3.860   -0.0174
 -0.50  2.000   4.00  3.875    0.9485
 -0.50  2.000   4.00  3.875   -0.0225
 -0.50  2.000   4.00  3.889    0.9628
 -0.50  2.000   4.00  3.889   -0.0278
 -0.50  2.000   4.00  3.903    0.9338
 -0.50  2.000   4.00  3.903   -0.0291
 -0.50  2.000   4.00  3.916    0.8411
 -0.50  2.000   4.00  3.916   -0.0235
 -0.50  2.000   4.00  3.929    0.7353
 -0.50  2.000   4.00  3.929   -0.0158
 -0.50  2.000   4.00  3.942    0.6612
 -0.50  2.000   4.00  3.942   -0.0106
 -0.50  2.000   4.00  3.954    0.6142
 -0.50  2.000   4.00  3.954   -0.0083
 -0.50  2.000   4.00  3.966    0.5773
 -0.50  2.000   4.00  3.966   -0.0067
 -0.50  2.000   4.00  3.978    0.5469
 -0.50  2.000   4.00  3.978   -0.0054
 -0.50  2.000   4.00  3.989    0.5233
 -0.50  2.000   4.00  3.989   -0.0046
 -0.50  2.000   4.00  4.000    0.4982
 -0.50  2.000   4.00  4.000   -0.0040
 -0.50  2.000   4.00  4.021    0.4787
 -0.50  2.000   4.00  4.021   -0.0036
 -0.50  2.000   4.00  4.041    0.4589
 -0.50  2.000   4.00  4.041   -0.0037
 -0.50  2.000   4.00  4.061    0.4444
 -0.50  2.000   4.00  4.061   -0.0041
 -0.50  2.000   4.00  4.079    0.4330
 -0.50  2.000   4.00  4.079   -0.0044
 -0.50  2.000   4.00  4.097    0.4231
 -0.50  2.000   4.00  4.097   -0.0047
 -0.50  2.000   4.00  4.114    0.4112
 -0.50  2.000   4.00  4.114   -0.0049
 -0.50  2.000   4.00  4.146    0.4028
 -0.50  2.000   4.00  4.146   -0.0052
 -0.50  2.000   4.00  4.176    0.3958
 -0.50  2.000   4.00  4.176   -0.0060
 -0.50  2.000   4.00  4.204    0.3936
 -0.50  2.000   4.00  4.204   -0.0073
 -0.50  2.000   4.00  4.230    0.3954
 -0.50  2.000   4.00  4.230   -0.0090
 -0.50  2.000   4.00  4.255    0.3997
 -0.50  2.000   4.00  4.255   -0.0110
 -0.50  2.000   4.00  4.279    0.4057
 -0.50  2.000   4.00  4.279   -0.0133
 -0.50  2.000   4.00  4.301    0.4129
 -0.50  2.000   4.00  4.301   -0.0157
 -0.50  2.000   4.00  4.322    0.4207
 -0.50  2.000   4.00  4.322   -0.0182
 -0.50  2.000   4.00  4.342    0.4289
 -0.50  2.000   4.00  4.342   -0.0207
 -0.50  2.000   4.00  4.362    0.4373
 -0.50  2.000   4.00  4.362   -0.0232
 -0.50  2.000   4.00  4.380    0.4452
 -0.50  2.000   4.00  4.380   -0.0254
 -0.50  2.000   4.00  4.398    0.4535
 -0.50  2.000   4.00  4.398   -0.0276
 -0.50  2.000   4.00  4.415    0.4643
 -0.50  2.000   4.00  4.415   -0.0302
 -0.50  2.000   4.00  4.431    0.4805
 -0.50  2.000   4.00  4.431   -0.0339
 -0.50  2.000   4.00  4.447    0.5027
 -0.50  2.000   4.00  4.447   -0.0385
 -0.50  2.000   4.00  4.462    0.5248
 -0.50  2.000   4.00  4.462   -0.0425
 -0.50  2.000   4.00  4.477    0.5354
 -0.50  2.000   4.00  4.477   -0.0442
 -0.50  2.000   4.00  4.491    0.5301
 -0.50  2.000   4.00  4.491   -0.0427
 -0.50  2.000   4.00  4.505    0.5056
 -0.50  2.000   4.00  4.505   -0.0428
 -0.50  2.000   4.00  4.519    0.4658
 -0.50  2.000   4.00  4.519   -0.0367
 -0.50  2.000   4.00  4.531    0.4223
 -0.50  2.000   4.00  4.531   -0.0301
 -0.50  2.000   4.00  4.544    0.3777
 -0.50  2.000   4.00  4.544   -0.0225
 -0.50  2.000   4.50  3.544    1.8456
 -0.50  2.000   4.50  3.544    0.0050
 -0.50  2.000   4.50  3.574    1.6707
 -0.50  2.000   4.50  3.574    0.0038
 -0.50  2.000   4.50  3.602    1.5996
 -0.50  2.000   4.50  3.602   -0.0055
 -0.50  2.000   4.50  3.628    1.5785
 -0.50  2.000   4.50  3.628   -0.0194
 -0.50  2.000   4.50  3.653    1.4440
 -0.50  2.000   4.50  3.653   -0.0103
 -0.50  2.000   4.50  3.677    1.2930
 -0.50  2.000   4.50  3.677   -0.0032
 -0.50  2.000   4.50  3.699    1.1899
 -0.50  2.000   4.50  3.699   -0.0009
 -0.50  2.000   4.50  3.720    1.1088
 -0.50  2.000   4.50  3.720    0.0002
 -0.50  2.000   4.50  3.740    1.0482
 -0.50  2.000   4.50  3.740    0.0004
 -0.50  2.000   4.50  3.760    1.0050
 -0.50  2.000   4.50  3.760   -0.0003
 -0.50  2.000   4.50  3.778    0.9776
 -0.50  2.000   4.50  3.778   -0.0022
 -0.50  2.000   4.50  3.796    0.9627
 -0.50  2.000   4.50  3.796   -0.0047
 -0.50  2.000   4.50  3.813    0.9523
 -0.50  2.000   4.50  3.813   -0.0077
 -0.50  2.000   4.50  3.829    0.9456
 -0.50  2.000   4.50  3.829   -0.0108
 -0.50  2.000   4.50  3.845    0.9409
 -0.50  2.000   4.50  3.845   -0.0132
 -0.50  2.000   4.50  3.860    0.9314
 -0.50  2.000   4.50  3.860   -0.0151
 -0.50  2.000   4.50  3.875    0.9149
 -0.50  2.000   4.50  3.875   -0.0172
 -0.50  2.000   4.50  3.889    0.9060
 -0.50  2.000   4.50  3.889   -0.0208
 -0.50  2.000   4.50  3.903    0.9105
 -0.50  2.000   4.50  3.903   -0.0258
 -0.50  2.000   4.50  3.916    0.8893
 -0.50  2.000   4.50  3.916   -0.0282
 -0.50  2.000   4.50  3.929    0.8133
 -0.50  2.000   4.50  3.929   -0.0242
 -0.50  2.000   4.50  3.942    0.7133
 -0.50  2.000   4.50  3.942   -0.0171
 -0.50  2.000   4.50  3.954    0.6389
 -0.50  2.000   4.50  3.954   -0.0117
 -0.50  2.000   4.50  3.966    0.5942
 -0.50  2.000   4.50  3.966   -0.0096
 -0.50  2.000   4.50  3.978    0.5606
 -0.50  2.000   4.50  3.978   -0.0080
 -0.50  2.000   4.50  3.989    0.5348
 -0.50  2.000   4.50  3.989   -0.0067
 -0.50  2.000   4.50  4.000    0.5047
 -0.50  2.000   4.50  4.000   -0.0057
 -0.50  2.000   4.50  4.021    0.4813
 -0.50  2.000   4.50  4.021   -0.0045
 -0.50  2.000   4.50  4.041    0.4583
 -0.50  2.000   4.50  4.041   -0.0040
 -0.50  2.000   4.50  4.061    0.4424
 -0.50  2.000   4.50  4.061   -0.0041
 -0.50  2.000   4.50  4.079    0.4310
 -0.50  2.000   4.50  4.079   -0.0043
 -0.50  2.000   4.50  4.097    0.4218
 -0.50  2.000   4.50  4.097   -0.0045
 -0.50  2.000   4.50  4.114    0.4107
 -0.50  2.000   4.50  4.114   -0.0046
 -0.50  2.000   4.50  4.146    0.4019
 -0.50  2.000   4.50  4.146   -0.0047
 -0.50  2.000   4.50  4.176    0.3932
 -0.50  2.000   4.50  4.176   -0.0048
 -0.50  2.000   4.50  4.204    0.3889
 -0.50  2.000   4.50  4.204   -0.0053
 -0.50  2.000   4.50  4.230    0.3886
 -0.50  2.000   4.50  4.230   -0.0061
 -0.50  2.000   4.50  4.255    0.3910
 -0.50  2.000   4.50  4.255   -0.0073
 -0.50  2.000   4.50  4.279    0.3955
 -0.50  2.000   4.50  4.279   -0.0088
 -0.50  2.000   4.50  4.301    0.4015
 -0.50  2.000   4.50  4.301   -0.0103
 -0.50  2.000   4.50  4.322    0.4082
 -0.50  2.000   4.50  4.322   -0.0120
 -0.50  2.000   4.50  4.342    0.4159
 -0.50  2.000   4.50  4.342   -0.0137
 -0.50  2.000   4.50  4.362    0.4241
 -0.50  2.000   4.50  4.362   -0.0155
 -0.50  2.000   4.50  4.380    0.4328
 -0.50  2.000   4.50  4.380   -0.0171
 -0.50  2.000   4.50  4.398    0.4419
 -0.50  2.000   4.50  4.398   -0.0186
 -0.50  2.000   4.50  4.415    0.4508
 -0.50  2.000   4.50  4.415   -0.0200
 -0.50  2.000   4.50  4.431    0.4618
 -0.50  2.000   4.50  4.431   -0.0215
 -0.50  2.000   4.50  4.447    0.4773
 -0.50  2.000   4.50  4.447   -0.0235
 -0.50  2.000   4.50  4.462    0.4962
 -0.50  2.000   4.50  4.462   -0.0259
 -0.50  2.000   4.50  4.477    0.5145
 -0.50  2.000   4.50  4.477   -0.0286
 -0.50  2.000   4.50  4.491    0.5246
 -0.50  2.000   4.50  4.491   -0.0303
 -0.50  2.000   4.50  4.505    0.5244
 -0.50  2.000   4.50  4.505   -0.0307
 -0.50  2.000   4.50  4.519    0.5081
 -0.50  2.000   4.50  4.519   -0.0292
 -0.50  2.000   4.50  4.531    0.4766
 -0.50  2.000   4.50  4.531   -0.0255
 -0.50  2.000   4.50  4.544    0.4105
 -0.50  2.000   4.50  4.544   -0.0212
 -0.50  2.000   4.50  4.574    0.3488
 -0.50  2.000   4.50  4.574   -0.0109
 -0.50  2.000   4.50  4.602    0.2635
 -0.50  2.000   4.50  4.602   -0.0032
 -0.50  2.000   5.00  3.544    1.7700
 -0.50  2.000   5.00  3.544    0.0213
 -0.50  2.000   5.00  3.574    1.6377
 -0.50  2.000   5.00  3.574   -0.0030
 -0.50  2.000   5.00  3.602    1.5538
 -0.50  2.000   5.00  3.602    0.0013
 -0.50  2.000   5.00  3.628    1.5474
 -0.50  2.000   5.00  3.628   -0.0198
 -0.50  2.000   5.00  3.653    1.4848
 -0.50  2.000   5.00  3.653   -0.0194
 -0.50  2.000   5.00  3.677    1.3303
 -0.50  2.000   5.00  3.677   -0.0044
 -0.50  2.000   5.00  3.699    1.2012
 -0.50  2.000   5.00  3.699   -0.0015
 -0.50  2.000   5.00  3.720    1.1141
 -0.50  2.000   5.00  3.720    0.0000
 -0.50  2.000   5.00  3.740    1.0487
 -0.50  2.000   5.00  3.740    0.0007
 -0.50  2.000   5.00  3.760    0.9989
 -0.50  2.000   5.00  3.760    0.0009
 -0.50  2.000   5.00  3.778    0.9643
 -0.50  2.000   5.00  3.778   -0.0004
 -0.50  2.000   5.00  3.796    0.9445
 -0.50  2.000   5.00  3.796   -0.0024
 -0.50  2.000   5.00  3.813    0.9290
 -0.50  2.000   5.00  3.813   -0.0050
 -0.50  2.000   5.00  3.829    0.9222
 -0.50  2.000   5.00  3.829   -0.0088
 -0.50  2.000   5.00  3.845    0.9224
 -0.50  2.000   5.00  3.845   -0.0115
 -0.50  2.000   5.00  3.860    0.9127
 -0.50  2.000   5.00  3.860   -0.0136
 -0.50  2.000   5.00  3.875    0.8997
 -0.50  2.000   5.00  3.875   -0.0165
 -0.50  2.000   5.00  3.889    0.8866
 -0.50  2.000   5.00  3.889   -0.0150
 -0.50  2.000   5.00  3.903    0.8651
 -0.50  2.000   5.00  3.903   -0.0166
 -0.50  2.000   5.00  3.916    0.8563
 -0.50  2.000   5.00  3.916   -0.0272
 -0.50  2.000   5.00  3.929    0.8444
 -0.50  2.000   5.00  3.929   -0.0321
 -0.50  2.000   5.00  3.942    0.7873
 -0.50  2.000   5.00  3.942   -0.0257
 -0.50  2.000   5.00  3.954    0.6916
 -0.50  2.000   5.00  3.954   -0.0153
 -0.50  2.000   5.00  3.966    0.6157
 -0.50  2.000   5.00  3.966   -0.0128
 -0.50  2.000   5.00  3.978    0.5784
 -0.50  2.000   5.00  3.978   -0.0108
 -0.50  2.000   5.00  3.989    0.5491
 -0.50  2.000   5.00  3.989   -0.0091
 -0.50  2.000   5.00  4.000    0.5157
 -0.50  2.000   5.00  4.000   -0.0080
 -0.50  2.000   5.00  4.021    0.4891
 -0.50  2.000   5.00  4.021   -0.0057
 -0.50  2.000   5.00  4.041    0.4615
 -0.50  2.000   5.00  4.041   -0.0045
 -0.50  2.000   5.00  4.061    0.4426
 -0.50  2.000   5.00  4.061   -0.0041
 -0.50  2.000   5.00  4.079    0.4298
